cif,an,active_imobilizante_total,active_circulante_total,stocuri,creante,datorii,provizioane,capitaluri_total,patrimoniul_regiei,cifra_de_afaceri_neta,venituri_totale,cheltuieli_totate,profit_brut,pierdere_brut,profit_net,pierdere_net,salariati
1059693,2013,593505,11986839,0,11985737,12534972,0,45372,0,10272,11830,135085,0,123255,0,123255,1
1062907,2013,0,59421,0,55628,74461,0,-26410,0,0,0,32531,0,32531,0,32531,0
1074553,2013,23877,1279694,0,633933,350582,0,952989,0,1788169,1808061,1192308,615753,0,516390,0,39
1076163,2013,1564265,276410,0,231584,740425,0,1109346,0,1830236,1872991,1989382,0,116391,0,116391,31
1088125,2013,41239795,36740477,0,10121536,16704847,0,61551117,0,220706145,223855346,228519441,0,4664095,0,4664095,209
1095130,2013,24631945,9518612,0,7058611,8926335,290135,25074486,0,32924260,33336537,30531276,2805261,0,2354554,0,425
1098285,2013,688666,459878,0,1807,564129,0,584415,0,160320,188281,382184,0,193903,0,199024,3
1100466,2013,4574834,11523244,0,11307287,7505046,0,8355414,0,8833219,9137532,7539377,1598155,0,1339112,0,80
1152830,2013,264040,47871,0,11248,99969,0,211942,0,33504,50504,30553,19951,0,18517,0,2
1155810,2013,109875,486210,0,245860,704426,0,-108341,0,2264438,2285787,2065022,220765,0,220765,0,11
1198470,2013,85960,2853024,0,33972,1771593,0,1167391,0,2020862,2068374,1666343,402031,0,336909,0,15
1206832,2013,1574998,724285,0,432397,524715,0,1780118,0,2793345,2834229,2755798,78431,0,46682,0,19
1216658,2013,5890336,921778,0,250049,331912,0,6513821,0,16478260,16520723,17294357,0,773634,0,773634,28
1217564,2013,0,3413,0,917,141242,0,-137829,0,61906,61906,37156,24750,0,22405,0,0
1279273,2013,196111,649856,0,519475,571621,0,258130,0,928317,940013,927513,12500,0,10644,0,4
1284954,2013,138991,22795,0,17569,123579,0,38207,0,18104,18104,14263,3841,0,3298,0,0
1289994,2013,1353709,1304316,0,290250,791365,0,1866869,0,188470,387541,111895,275646,0,267796,0,0
1290158,2013,11789,17737,0,0,193737,0,-164211,0,0,0,0,0,0,0,0,0
1320160,2013,0,362,0,2,1284,0,-922,0,0,0,0,0,0,0,0,0
1326707,2013,39450,286049,0,2159,514641,0,-189142,0,197419,198143,101161,96982,0,91038,0,5
1351883,2013,1168376,885865,0,200917,197982,0,1666781,0,1211082,1242071,1395330,0,153259,0,153259,6
1354685,2013,359998,96492,0,57551,116889,0,340639,0,789343,814076,733007,81069,0,64379,0,23
1356619,2013,4252600,3591865,0,2572566,1092340,39868,6695570,0,64829411,64939665,64466081,473584,0,456692,0,67
1444869,2013,811184,9894681,0,8193045,441615,0,10313416,0,22640417,22653220,23147442,0,494222,0,494222,35
1458627,2013,271474,764705,0,662684,479121,0,560591,0,1819145,1881099,1756953,124146,0,103189,0,39
1460473,2013,813663,365653,0,220760,34607,0,430218,0,236870,322121,285841,36280,0,30475,0,9
1473503,2013,14511142,15490603,0,3287605,18600845,0,11416242,0,62936371,63942238,65916608,0,1974370,0,1974370,129
1477912,2013,14462,234855,0,2050,14365,0,234952,0,104640,107221,115075,0,7854,0,11071,7
1486694,2013,11052,54388,0,2881,342860,0,-277420,0,72288,72461,112035,0,39574,0,41485,1
1509216,2013,21302,48704,0,1414,197125,0,-127119,0,14291,14291,37005,0,22714,0,23124,2
1530935,2013,952887,604838,0,455509,1133193,0,424532,0,1810314,1743720,1692518,51202,0,41973,0,10
1538378,2013,641942,4318282,0,1088914,1693872,0,3266352,0,14205100,14220002,14211455,8547,0,6259,0,43
1539055,2013,774,63632,0,40779,66538,0,-2132,0,0,0,0,0,0,0,0,0
1553173,2013,0,144567,0,144567,63213,0,81354,0,0,0,0,0,0,0,0,0
1558367,2013,1706896,2092395,0,910829,77173,0,3722118,0,2906137,2945934,3418664,0,472730,0,474777,17
1604617,2013,783667,358801,0,315807,74524,0,1066967,0,615025,667883,665302,2581,0,2581,0,26
1606073,2013,56463916,26995091,0,22464127,39822503,0,43638138,0,203195097,209534826,210922476,0,1387650,0,1387650,7
1608147,2013,0,987582,0,824036,1048719,0,-61137,0,0,0,498,0,498,0,498,0
1630420,2013,1797469,1375622,0,924029,2411208,0,761883,0,39281092,39293763,39786508,0,492745,0,492745,46
1649309,2013,18827,48185,0,47660,189037,0,-122025,0,2970,11179,72962,0,61783,0,62119,2
1650346,2013,14688,588507,0,620792,550746,0,52449,0,206041,319321,929404,0,610083,0,610083,5
1689176,2013,74556314,51124837,0,15199973,77720504,0,46923749,0,355940419,357838657,375858545,0,18019888,0,18019888,234
1755172,2013,3868101,695863,0,194619,1873193,0,2439913,0,10444051,10550100,10749660,0,199560,0,199560,22
1758004,2013,4677779,1352867,0,667597,2178695,103898,3748053,0,7625729,7826085,7615430,210655,0,167139,0,48
1783202,2013,183649,45860,0,29695,299902,0,-70393,0,183850,202914,244947,0,42033,0,48997,7
1808528,2013,0,1091,0,1056,13519,0,-12428,0,11751,21751,14976,6775,0,6122,0,0
1816946,2013,0,5917,0,1385,17783,0,-11866,0,270204,284844,592668,0,307824,0,307961,0
1818041,2013,12802979,3742902,0,1216146,3788706,0,12757175,0,17191220,17286497,17217697,68800,0,21662,0,24
1823129,2013,658735,434274,0,339145,1112586,0,-19577,0,0,0,3638,0,3638,0,3638,1
1846106,2013,0,228740,0,216825,267927,0,-39187,0,32069,32217,82895,0,50678,0,50678,2
1860232,2013,0,7919,0,7919,3514,0,4405,0,0,0,0,0,0,0,0,0
1872253,2013,2311942,1585501,0,472913,274080,0,3630123,0,22225271,22133967,22290576,0,156609,0,171017,14
1904533,2013,505860,766356,0,332788,411118,0,862147,0,1514577,1523682,1596089,0,72407,0,72407,15
1921143,2013,5267,186619,0,179578,54450,0,137436,0,4712,4712,18097,0,13385,0,13526,1
1921852,2013,29045223,79231455,0,24752086,65245980,0,44097277,0,552259607,559719980,557071080,2648900,0,2259757,0,128
1951756,2013,2864219,4862182,0,3346804,6035149,0,1705056,0,8584656,8677249,8636176,41073,0,14977,0,55
1968952,2013,164862,1627263,0,735462,662697,0,1139428,0,2008166,2084905,2071243,13662,0,11105,0,8
1977144,2013,16399858,96266154,0,8606180,79465522,0,34945178,0,113238059,153648122,151347340,2300782,0,1958583,0,166
2039643,2013,1541447,1734532,0,1493031,2600513,0,675466,0,3402372,3811718,3804439,7279,0,4591,0,35
2073289,2013,7202393,710308,0,137276,1379790,0,6539586,0,11924204,12051453,12610702,0,559249,0,559249,18
2147025,2013,0,85892,0,67650,104763,0,-18871,0,58799,59330,110502,0,51172,0,52867,4
2152471,2013,35775,171041,0,81425,35266,0,171550,0,486639,486651,527678,0,41027,0,41027,11
2155648,2013,1778867,28419535,0,20397189,29760346,0,438056,0,68113266,68828084,68642658,185426,0,119339,0,115
2162947,2013,1599,66987,0,62602,-3746,0,72332,0,293543,293700,266104,27596,0,23020,0,0
2164956,2013,3016,97465,0,23281,6299,0,94412,0,110920,110936,93788,17148,0,13820,0,3
2192298,2013,401651,1375587,0,285561,58840,0,1735170,0,2315447,3058795,3054125,4670,0,963,0,13
2203176,2013,599405,825900,0,415967,29041,0,1396890,0,361054,366744,550075,0,183331,0,183331,3
2204775,2013,1903573,2657004,0,1135721,339473,0,4221104,0,5697312,5855970,5763402,92568,0,79751,0,26
2209330,2013,2070569,2242479,0,1824543,2028945,0,2284103,0,5739803,5776846,5049711,727135,0,618376,0,21
2267862,2013,1388161,1361782,0,1091007,900944,0,1848999,0,2585972,2679855,2655398,24457,0,15561,0,27
2268035,2013,1464597,2569903,0,107761,599727,0,3436469,0,28048737,28339539,28446838,0,107299,0,107299,32
2307614,2013,0,7079,0,6996,18370,0,-11291,0,0,0,0,0,0,0,0,0
2367438,2013,6594345,1667176,0,309130,2158,0,8259363,0,7000,305656,334528,0,28872,0,37952,1
2367926,2013,178823,122325,0,104589,123489,0,177659,0,403226,446636,445398,1238,0,1040,0,2
2373472,2013,4182233,1418594,0,452842,3573861,0,1937095,0,12121385,12331090,12277272,53818,0,38273,0,34
2414378,2013,1677940,754203,0,47219,864594,0,1567549,0,3849890,3875274,4022567,0,147293,0,147293,33
2416590,2013,901773,2685293,0,1991288,735225,0,2851841,0,6104767,6451875,4174833,2277042,0,1916798,0,130
2479229,2013,4831783,1215577,0,1173629,4741431,0,1305929,0,4974888,5185585,5128311,57274,0,41813,0,84
2519960,2013,583658,491142,0,30872,34550,0,1026450,0,263595,278406,138230,140176,0,131944,0,2
2574891,2013,0,131293,0,3610,173506,0,-42213,0,149189,149208,187165,0,37957,0,42098,0
2575480,2013,103990,245707,0,96478,294451,0,55246,0,210621,257621,255374,2247,0,1884,0,5
2595479,2013,0,807,0,807,96038,0,-95231,0,0,0,0,0,0,0,0,0
2601040,2013,752,36538,0,1707,215021,0,-177731,0,25932,25932,67113,0,41181,0,41181,1
2620971,2013,91763,109666,0,61924,178376,0,23053,0,489349,668331,564059,104272,0,86493,0,4
2624620,2013,0,3228,0,0,33906,0,-30678,0,15016,15016,26761,0,11745,0,12195,1
2648492,2013,955267,2197105,0,1412972,559062,0,2687436,0,2506629,2613650,1849274,764376,0,626585,0,26
2692110,2013,401334,1098916,0,855528,181808,0,1332464,0,2470862,2452952,2105204,347748,0,266406,0,36
2692692,2013,173003,124160,0,71656,48802,0,248058,0,405954,412376,434132,0,21756,0,21756,11
2707297,2013,2398813,330683,0,43161,5610582,0,-2881086,0,618065,673941,1127014,0,453073,0,453073,9
2709409,2013,161153,216253,0,81044,301770,0,75636,0,1397413,1403041,1494264,0,91223,0,91223,18
2714308,2013,0,1,0,0,4420,0,-4419,0,0,0,0,0,0,0,0,0
2720385,2013,2184438,8383250,0,3254096,5334206,0,4695753,0,14475644,14921345,14747357,173988,0,120537,0,47
2739752,2013,253552,213823,0,125498,103116,0,368133,0,273662,273700,285961,0,12261,0,20471,2
2748866,2013,0,239,0,239,1149,0,-910,0,0,0,0,0,0,0,0,0
2799142,2013,28597,336293,0,262687,220551,0,144339,0,756696,756705,690842,65863,0,55230,0,10
2811769,2013,102457,29432,0,29432,207750,0,-75861,0,0,10903,52419,0,41516,0,41843,0
2830973,2013,307,55322,0,3513,156385,0,-91316,0,210730,211554,233796,0,22242,0,28589,5
2874040,2013,0,34827,0,1950,18378,0,16449,0,0,0,270,0,270,0,270,1
2878319,2013,596994,405211,0,8374,1208996,0,-206791,0,68452,72169,129184,0,57015,0,59085,4
2900033,2013,15245,123001,0,108845,41827,0,96419,0,1083852,1084527,1075490,9037,0,7591,0,13
2982203,2013,327,5163,0,5084,47379,0,-41889,0,0,0,969,0,969,0,969,0
2991465,2013,0,906195,0,643244,104601,0,801594,0,630653,630653,321337,309316,0,259825,0,18
2992339,2013,6322664,4578344,0,2692591,3871018,192130,6900021,0,13487551,14400351,13029785,1370566,0,1138457,0,237
2995882,2013,510353,1350032,0,259070,162329,0,1698284,0,1727097,1764977,1531798,233179,0,199407,0,30
3021938,2013,15293,14088,0,13890,107812,0,-78431,0,0,0,0,0,0,0,0,0
3062849,2013,1758,11135,0,0,50442,0,-37549,0,22114,22114,36599,0,14485,0,15020,2
3094093,2013,440980,144526,0,113851,13040,0,572466,0,954585,954730,924707,30023,0,25439,0,5
3190406,2013,36431,40379,0,8773,2042,0,74768,0,169429,169783,172651,0,2868,0,7689,1
3259175,2013,18704,3352,0,169,106358,0,-84302,0,20263,54297,61447,0,7150,0,8724,1
3437078,2013,0,30622,0,7219,24300,0,6322,0,0,0,2453,0,2453,0,2453,0
3557538,2013,117079,97376,0,20832,154805,0,59650,0,637788,638352,666353,0,28001,0,28001,5
3591491,2013,34252,829065,0,465441,45914,0,817403,0,871618,873889,679637,194252,0,158219,0,2
3594412,2013,4709,196107,0,53165,115546,0,85270,0,689533,730697,564107,166590,0,150439,0,11
3601803,2013,1688436,3342978,0,1037985,3276596,0,1754915,0,27583289,28052320,28207251,0,154931,0,154931,22
3612136,2013,157612,657,0,0,260347,0,-102078,0,1353,39803,85451,0,45648,0,46842,0
3656540,2013,8484,37465,0,37209,500,0,45449,0,0,0,14580,0,14580,0,14580,0
3710983,2013,1462,8689,0,297,115407,0,-105221,0,76317,76318,64623,11695,0,9406,0,3
3749070,2013,5331326,3488671,0,2399174,2365526,100000,6386963,0,10878402,11001051,9647592,1353459,0,1059514,0,163
3777398,2013,194238,852822,0,404100,986758,0,41270,0,812285,812288,764512,47776,0,43296,0,0
3782114,2013,128441,3339510,0,1611884,3439089,0,28862,0,30149770,30143692,30130981,12711,0,10677,0,61
3782947,2013,76183,12965,0,4283,155819,0,-65895,0,0,0,533,0,533,0,533,0
3794437,2013,61625,8099,0,7989,0,0,69724,0,0,0,0,0,0,0,0,0
3829330,2013,22089120,4193147,0,1656064,34048423,0,-9292872,0,7431329,4792329,19440073,0,14647744,0,14647744,55
3829691,2013,134467,131856,0,101145,224403,0,43494,0,849526,863081,900811,0,37730,0,37730,5
3836931,2013,0,0,0,0,40950,0,-40950,0,0,0,0,0,0,0,0,0
3851796,2013,1128708,2116085,0,2054769,5074394,0,-1829601,0,7427425,7497092,8535715,0,1038623,0,1038623,13
3866509,2013,0,23409,0,4555,45000,0,-21591,0,68261,68261,47511,20750,0,18990,0,0
3884955,2013,88674346,53638336,0,49507326,106312039,442808,37170633,0,143543780,147840283,124028285,23811998,0,17858639,0,1566
3909430,2013,4110,19919,0,266,105147,0,-76149,0,43544,43939,56110,0,12171,0,13248,1
3947530,2013,1865784,1113350,0,528837,1644395,0,534739,0,849300,849527,846395,3132,0,2568,0,1
3993669,2013,84946,83215,0,39157,10460,0,163956,0,513777,513787,456999,56788,0,46920,0,4
4009525,2013,371433,46927,0,44826,680696,0,-261755,0,0,0,0,0,0,0,0,0
4026801,2013,33254,41858,0,22250,3049,0,72063,0,233789,233807,284099,0,50292,0,50292,2
4075057,2013,327437,166484,0,86279,31803,0,462118,0,229557,230908,228636,2272,0,1634,0,0
4082666,2013,283316,29148,0,13122,230595,0,81869,0,81524,81524,100675,0,19151,0,21597,3
4094490,2013,13523,44309,0,14373,34586,0,23246,0,225738,225738,232064,0,6326,0,6326,3
4115313,2013,299547,319871,0,20452,170759,0,448659,0,102682,159331,135390,23941,0,19161,0,5
4146263,2013,21518,119032,0,39357,312553,0,-172003,0,158062,158062,139702,18360,0,14136,0,2
4154754,2013,1839848,429038,0,-92334,302148,0,1967531,0,8347005,9000738,8551876,448862,0,376499,0,27
4162510,2013,1182719,1766281,0,973027,1479786,0,1469214,0,3477971,3794420,3264955,529465,0,467428,0,43
4243800,2013,2224622,649838,0,279719,1063447,0,1813955,0,678443,682507,778059,0,95552,0,95552,15
4293310,2013,154480,129649,0,36760,98485,0,185644,0,218318,279412,98626,180786,0,172405,0,2
4295125,2013,239189,59041,0,48550,60765,0,237465,0,288514,290088,290693,0,605,0,1329,2
4361539,2013,11321,47833,0,32139,3250,0,55904,0,183681,183681,213533,0,29852,0,29852,5
4422768,2013,0,7548,0,5213,148862,0,-141314,0,0,0,20852,0,20852,0,20852,0
4452408,2013,986307,706625,0,280504,1515564,0,177368,0,99,99,38768,0,38669,0,38728,0
4466110,2013,67117,248904,0,11142,30589,0,285432,0,142453,142555,137388,5167,0,890,0,2
4511660,2013,14622,315988,0,292291,12054,0,318556,0,125278,125278,90676,34602,0,30844,0,4
4513920,2013,24678,186674,0,72306,39733,0,174585,0,856332,856476,832498,23978,0,19814,0,9
4514225,2013,0,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0
4620811,2013,1852273,3979325,0,961654,692111,0,5139487,0,10654891,10663768,10030920,632848,0,527349,0,70
4639440,2013,422767,509161,0,509161,1002235,0,-70307,0,0,1938,13949,0,12011,0,12069,0
4641830,2013,0,1666,0,486,1645,0,586,0,124596,124596,124157,439,0,386,0,0
4661730,2013,0,360,0,0,2024,0,-1664,0,0,0,0,0,0,0,0,0
4664583,2013,201,1756,0,0,25515,0,-23558,0,2525,2525,10941,0,8416,0,8492,2
4678546,2013,3970720,7519852,0,6053141,6090110,0,5841846,0,15566836,15572179,15468595,103584,0,87010,0,202
4680473,2013,1713236,51704,0,42919,1363630,0,410085,0,5256978,5273936,5248892,25044,0,21037,0,3
4706212,2013,0,0,0,0,4795,0,-4795,0,0,0,0,0,0,0,0,0
4740940,2013,1737186,452986,0,368798,212752,0,1977420,0,1674952,2311323,2307459,3864,0,2916,0,19
4782333,2013,14121,28268,0,16788,75867,0,-33478,0,76422,76422,117424,0,41002,0,43087,4
4820372,2013,18898,20516,0,36,202509,0,-163095,0,39863,39865,59129,0,19264,0,20755,2
4867782,2013,111364,464139,0,425627,482759,0,92744,0,7050,7632,104648,0,97016,0,97016,1
4922763,2013,16633,52534,0,5033,216662,0,-147495,0,40132,40133,47144,0,7011,0,8130,0
4941250,2013,37127,23703,0,7705,116711,0,-55881,0,40391,40391,47092,0,6701,0,7887,3
4980098,2013,0,415549,0,5900,78503,0,337046,0,291048,291048,8772,282276,0,273544,0,0
5006578,2013,13249166,66014590,0,33627321,25256542,0,54664170,0,180858797,184468656,187634521,0,3165865,0,3165865,25
5011930,2013,0,421513,0,137679,678426,0,-256913,0,861660,861673,1122379,0,260706,0,275221,0
5012766,2013,2687632,788746,0,135937,153762,0,3322616,0,4735079,4771094,5114402,0,343308,0,343308,27
5016997,2013,0,29127,0,18891,29787,0,-660,0,0,0,0,0,0,0,0,0
5033548,2013,30632,890518,0,241534,109476,0,811674,0,3206948,3207239,3088285,118954,0,99654,0,0
5091093,2013,0,8027,0,8027,106046,0,-98019,0,0,0,0,0,0,0,0,0
5177713,2013,867822,1077507,0,116450,86109,0,1859220,0,5624722,5651892,5526282,125610,0,95685,0,15
5179765,2013,86554,385546,0,333678,96803,2373,374541,0,749455,750492,688219,62273,0,48497,0,7
5182094,2013,914682,1119004,0,254200,943167,0,706765,0,2890813,3264787,2839142,425645,0,363002,0,5
5209351,2013,0,59277,0,50386,18113,0,41164,0,10445,10581,25439,0,14858,0,15148,1
5210968,2013,0,2194,0,1844,4361,0,-2167,0,0,0,0,0,0,0,0,0
5246228,2013,4175,259402,0,49520,293938,0,-30361,0,0,0,0,0,0,0,0,0
5256990,2013,0,892,0,24,3700,0,-2808,0,0,0,0,0,0,0,0,0
5298197,2013,1900876,1948606,0,1409545,2242564,0,1606918,0,22435244,22475565,22201903,273662,0,273662,0,11
5423290,2013,1094335,509621,0,31037,1041927,0,566435,0,577820,661930,611641,50289,0,41743,0,11
5460050,2013,0,44223,0,13169,60952,0,-16729,0,17344,23491,28453,0,4962,0,5649,2
5462604,2013,19668,67295,0,48403,132248,0,-45285,0,146137,147470,164129,0,16659,0,20664,3
5505985,2013,2339422,2586613,0,1484360,2908234,0,1961414,0,15272811,16029032,15673441,355591,0,305852,0,67
5570975,2013,10733120,303120,0,277278,11502273,0,-434540,0,0,0,151411,0,151411,0,151411,1
5577140,2013,1086077,1136625,0,588789,1149421,0,1073281,0,3723360,3810044,3802387,7657,0,5623,0,19
5621084,2013,166601,53389,0,5017,152663,0,67327,0,233825,233825,186507,47318,0,40303,0,2
5626570,2013,2203536,416723,0,160720,1462567,0,1157692,0,1455959,1461310,1208186,253124,0,203135,0,8
5657592,2013,2588278,557497,0,374387,2111460,0,1057068,0,5392075,5496250,5437293,58957,0,58957,0,48
5709055,2013,1566,27144,0,0,822,0,27888,0,54652,54652,43158,11494,0,9855,0,3
5726277,2013,0,3621,0,795,729,0,2892,0,31402,31402,30126,1276,0,343,0,0
5741250,2013,1139672,1566189,0,209595,97866,0,2607995,0,5354678,5364724,5315380,49344,0,31101,0,21
5790393,2013,8456,157330,0,4690,110705,0,55081,0,401554,452764,461695,0,8931,0,8931,5
5813861,2013,51680,170428,0,0,6266,0,215842,0,117656,110734,36113,74621,0,71091,0,1
5823687,2013,359727,1573011,0,1504309,2926309,0,-993571,0,7659946,8000499,7193030,807469,0,799732,0,96
5841365,2013,5439589,209239,0,164886,2718981,0,2929847,0,4520821,5422688,5317162,105526,0,104547,0,14
5848037,2013,0,24897,0,9467,11633,0,13264,0,210478,210479,193143,17336,0,11265,0,2
5859990,2013,506849,295943,0,174732,467725,0,335067,0,1171354,1240027,1190110,49917,0,33888,0,18
5868522,2013,106658,85984,0,36903,161687,0,30955,0,180831,193159,223996,0,30837,0,37099,2
5888805,2013,15724,62263,0,12320,33975,0,44012,0,109998,110004,128105,0,18101,0,21199,2
5910589,2013,199718,721208,0,372854,370860,0,550066,0,904007,904007,651357,252650,0,214933,0,9
5934952,2013,3414868,1544082,0,992380,10082186,0,-5123236,0,26000,44024,58361,0,14337,0,14337,0
5953903,2013,26014629,61405,0,32380,4294053,0,21781981,0,8400,-16713,193070,0,209783,0,209783,1
5976559,2013,75900,3235,0,1989,172056,0,-92921,0,15467,15467,23977,0,8510,0,8974,1
5979903,2013,1645429,4718353,0,2503163,7785195,0,-2332555,0,6698900,7972968,9131138,0,1158170,0,1158170,20
5983203,2013,4869566,4183543,0,3731211,7292145,0,1868976,0,3497011,3856223,3618325,237898,0,198193,0,15
6030400,2013,234897,737815,0,512961,81438,0,891274,0,1048171,1074651,1052544,22107,0,14574,0,17
6039433,2013,60919731,74855057,0,35319282,48074704,0,82796056,0,154925118,159835467,165647885,0,5812418,0,5812418,241
6053730,2013,683238,4795453,0,189268,3014873,0,2489167,0,11585544,11865101,11623681,241420,0,195908,0,83
6089555,2013,183797123,49617174,0,44777001,156679436,204611,76691618,0,170427620,173848921,180031401,0,6182480,0,6195267,1884
6104868,2013,12093,57139,0,3059,2,0,69230,0,2390,2395,5750,0,3355,0,3355,1
6107767,2013,75620,67136,0,58190,16273,0,126483,0,38766,48897,42059,6838,0,5433,0,0
6118383,2013,210,31372,0,19722,27395,0,4187,0,0,0,0,0,0,0,0,0
6119907,2013,0,21443,0,7814,38298,0,-16855,0,22421,22441,55694,0,33253,0,33889,4
6133839,2013,102689,445494,0,307525,1171366,0,-623183,0,4466,218715,372490,0,153775,0,161069,3
6204646,2013,0,402,0,18,0,0,402,0,0,0,0,0,0,0,0,0
6227364,2013,2721,18,0,0,2005,0,734,0,0,0,0,0,0,0,0,0
6233889,2013,2449866,2565698,0,186635,136181,0,4048470,0,2785809,2989083,2977337,11746,0,7395,0,39
