cif,an,active_imobilizante_total,active_circulante_total,stocuri,creante,datorii,provizioane,capitaluri_total,patrimoniul_regiei,cifra_de_afaceri_neta,venituri_totale,cheltuieli_totate,profit_brut,pierdere_brut,profit_net,pierdere_net,salariati
830411,2019,922747,687988,343821,33763,110371,0,1500364,0,971713,1006299,991013,15286,0,5225,0,8
844646,2019,421998,882712,380926,370657,631854,0,672856,0,6098463,6099108,5819874,279234,0,239143,0,9
858234,2019,991512,332713,139584,135302,158822,0,1156837,0,658999,755229,664552,90677,0,83124,0,0
916165,2019,63353,735035,652452,79989,211100,0,587288,0,866490,1022891,977587,45304,0,34903,0,6
921650,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946778,2019,22916176,21804444,3992761,16328592,26823788,0,17896832,0,66998005,69167110,62718361,6448749,0,6268814,0,406
947943,2019,3011773,3857392,1409749,2289843,687202,372834,5793440,0,36332670,36442997,36968984,0,525987,0,525987,48
954592,2019,198131,192131,40464,143960,151495,0,243485,0,249719,253019,275637,0,22618,0,25115,1
1056328,2019,123952,370872,48148,16129,509511,0,-14687,0,0,0,1447,0,1447,0,1447,0
1074553,2019,1108188,1809684,59473,963782,1282713,100000,1656358,0,2637158,2673455,1961606,711849,0,688032,0,24
1076163,2019,783275,694548,94080,597295,622305,0,855518,0,1728622,1751264,1746390,4874,0,0,12645,13
1088125,2019,50041176,71901711,18348542,14931507,60439048,517595,61325792,0,293589055,294836598,291074564,3762034,0,3603816,0,231
1095130,2019,43795022,18985016,5241488,12529942,40021647,4030,23026349,0,64135805,67772974,64234972,3538002,0,2799196,0,506
1098285,2019,0,259725,0,12793,61229,0,198496,0,9000,559515,465735,93780,0,77190,0,1
1100466,2019,3920030,3810195,504017,2779163,566208,0,6905305,0,8638956,9048619,8345697,702922,0,588126,0,62
1155810,2019,235348,580778,291941,177047,782420,0,33706,0,1281804,1351527,1371469,0,19942,0,32760,6
1198470,2019,182896,2380601,1912445,9274,98609,0,2467549,0,1848732,1861049,1387373,473676,0,455068,0,11
1206832,2019,1063354,400261,70014,215046,698239,0,769151,0,2497328,2502579,2872391,0,369812,0,392133,21
1216658,2019,5478087,3488642,520669,2857199,486962,25785,8473606,0,27713217,27719166,27839292,0,120126,0,120126,29
1217564,2019,0,10762,0,7669,41880,0,-31118,0,2400,2400,0,2400,0,2328,0,0
1279273,2019,98235,335894,23935,109694,-6495,0,440624,0,678756,678756,615487,63269,0,56482,0,2
1284954,2019,126183,13788,3444,6382,126345,0,13626,0,28000,28000,18175,9825,0,8985,0,0
1289994,2019,777117,1879249,919346,585229,829370,0,1827205,0,952,184052,322347,0,138295,0,143817,0
1326707,2019,18173,443272,412074,28298,224985,0,236460,0,266866,266329,172498,93831,0,91171,0,4
1351883,2019,466188,1937164,119177,1269005,657519,0,1747001,0,2728098,2728901,2725047,3854,0,3854,0,4
1354685,2019,498935,80001,11480,56526,253624,0,326670,0,372579,380713,501414,0,120701,0,124508,12
1356619,2019,5725706,11040883,3713436,5965777,9699189,40176,6996179,0,56946676,58669618,59350805,0,681187,0,681187,55
1444869,2019,1637074,13010007,2257511,7947157,1511161,0,13150667,0,45626047,45718955,45622831,96124,0,40294,0,47
1458627,2019,246089,681181,7456,437920,269773,0,659557,0,1175504,1268608,1184759,83849,0,71105,0,17
1460473,2019,585561,402200,87472,120506,80131,0,504126,0,405208,431862,335951,95911,0,91859,0,5
1473503,2019,7402874,4142017,2380630,1698414,9564338,0,1995409,0,11497762,11877884,12705965,0,828081,0,828081,43
1477912,2019,17477,427491,128697,11986,21112,0,423856,0,180645,180659,66088,114571,0,112764,0,4
1486694,2019,0,62001,49648,4858,481015,0,-419014,0,264029,264029,255550,8479,0,1993,0,1
1509216,2019,21302,137058,130860,2526,344062,0,-185702,0,74690,74690,87968,0,13278,0,14025,2
1530935,2019,683205,2761297,802229,1907961,1562026,0,1882476,0,3167726,3840419,2446585,1393834,0,1353214,0,9
1538378,2019,231651,3532249,2174883,872574,1384307,0,2379593,0,4565605,4625419,5084864,0,459445,0,459445,17
1558367,2019,1297730,1762477,416366,805137,114411,0,2945796,0,2516343,2518655,2567133,0,48478,0,48478,0
1606073,2019,62558009,297572,0,169884,27029770,0,35825811,0,0,470857,2217980,0,1747123,0,1755674,0
1608147,2019,0,987868,97093,824359,1049202,0,-61334,0,0,0,0,0,0,0,0,0
1630420,2019,393391,19950939,0,19757290,21767734,0,-1423404,0,10154,219846,404756,0,184910,0,184910,1
1649309,2019,689434,1956874,1708604,213110,206573,0,2439735,0,2763840,2764648,1903353,861295,0,833560,0,5
1689176,2019,43907734,23009709,15710984,7224127,110028889,2437929,-45450935,0,89252357,93064109,148174290,0,55110181,0,55110181,151
1755172,2019,3461098,1117356,527143,543708,796551,0,3551709,0,9104053,9255369,9195036,60333,0,30877,0,22
1783202,2019,59843,82661,26330,8950,9575,0,132929,0,170162,179674,198292,0,18618,0,24053,0
1818041,2019,9448677,6349609,3047565,1391462,1950772,0,13852170,0,13165266,13267758,13032701,235057,0,203628,0,27
1872253,2019,1168805,1544223,686715,244124,130506,0,2586330,0,7670344,7687821,7746501,0,58680,0,60770,8
1904533,2019,905915,336921,33738,97956,133712,0,1112381,0,2079571,2082334,2207159,0,124825,0,145648,20
1921143,2019,3797,164441,1966,140215,58954,0,109284,0,0,0,245,0,245,0,245,0
1921852,2019,38162522,75947172,48258898,20593018,61440754,0,53999513,0,225096227,227993557,230790124,0,2796567,0,2796567,127
1951756,2019,49500,882689,0,882689,28632978,0,-27700789,0,0,0,28228722,0,28228722,0,28228722,0
1968952,2019,162474,1865991,143923,1261824,501047,0,1537418,0,206401,208772,328757,0,119985,0,122073,0
1977144,2019,1544437,77595915,79188,25587562,73776681,0,5713671,0,26825,2353476,6185880,0,3832404,0,3832404,10
2039643,2019,448880,815093,54238,752934,234531,0,1029442,0,1467722,1477728,1469731,7997,0,4856,0,11
2073289,2019,4797279,10308,0,5615,24099,0,4783488,0,62973,68973,143474,0,74501,0,74501,0
2152471,2019,31183,488053,0,170639,80397,0,438839,0,467038,467041,349115,117926,0,113255,0,8
2162947,2019,0,167514,2629,163755,37808,0,129706,0,0,0,0,0,0,0,0,0
2164956,2019,0,117462,0,5855,11875,0,105817,0,147649,147649,140693,6956,0,5479,0,2
2192298,2019,249438,1075111,722119,206419,68820,0,1258051,0,1851033,1956502,1951582,4920,0,3764,0,12
2203176,2019,221826,133689,0,44595,2814,0,352701,0,150954,158291,263756,0,105465,0,107046,2
2204775,2019,5874166,3563347,1035246,2261782,2432565,0,4702877,0,22478881,23116786,22777558,339228,0,293231,0,65
2209330,2019,10241030,3492226,730510,2150622,2797325,0,8151432,0,10010814,10393346,8938058,1455288,0,1351858,0,27
2267862,2019,2283892,1070861,172949,681098,1161240,0,2193513,0,1251464,1355603,1443245,0,87642,0,101198,12
2268035,2019,1143386,11401,0,7506,106783,0,1048004,0,0,1684,178062,0,176378,0,176378,1
2307614,2019,0,7079,0,6996,18370,0,-11291,0,0,0,0,0,0,0,0,0
2367438,2019,4593808,393828,0,56880,3399,0,4984237,0,0,3759802,720556,3039246,0,3001648,0,1
2373472,2019,3481044,1186125,593303,451703,1731675,0,2970649,0,13562740,13912804,13822854,89950,0,87192,0,35
2414378,2019,1678909,1614115,1619472,20536,1237635,0,2055389,0,3931916,3932542,4075727,0,143185,0,182739,26
2416590,2019,863672,1686069,49748,1489240,419855,0,2138312,0,5735842,5810924,4450156,1360768,0,1267806,0,96
2479229,2019,3859992,1460393,10966,1019151,2137840,0,3182545,0,4554491,4960873,3887729,1073144,0,1042198,0,46
2519960,2019,0,65412,21542,3412,42169,0,23243,0,85500,85728,60134,25594,0,23023,0,0
2574891,2019,0,106106,93706,11582,299667,0,-193561,0,0,0,43,0,43,0,43,0
2575480,2019,137047,307979,111279,144950,260390,0,184636,0,615948,818571,804263,14308,0,6148,0,5
2601040,2019,752,36538,34753,1707,215021,0,-177731,0,0,0,0,0,0,0,0,0
2620971,2019,108761,291021,0,218460,62830,0,336952,0,173733,173733,141905,31828,0,30091,0,3
2624620,2019,0,1732,1493,0,68167,0,-66435,0,19573,19587,27778,0,8191,0,8778,0
2648492,2019,4911064,6157376,552230,3046301,1855190,0,9215168,0,12213767,12392416,3634282,8758134,0,7347378,0,31
2692110,2019,948679,1731037,53456,881540,318886,0,2388246,0,3934914,3953606,3271038,682568,0,642576,0,36
2692692,2019,156746,190545,0,121751,106940,0,240351,0,875759,961069,932527,28542,0,18931,0,7
2707297,2019,1650178,1438802,387554,836469,4837711,0,-1748731,0,7209320,7211986,6629532,582454,0,582454,0,20
2709409,2019,78274,268350,55448,72183,183269,0,163752,0,628689,628689,540351,88338,0,82004,0,2
2720385,2019,3589364,12685126,7592378,5036469,6698177,0,8800520,0,15633452,20012229,17552525,2459704,0,2355751,0,41
2739752,2019,417132,442960,31800,69780,83150,0,776942,0,634808,683521,552160,131361,0,120745,0,4
2799142,2019,74160,359565,28846,325425,377764,0,55961,0,312268,312268,275155,37113,0,33990,0,4
2811769,2019,3300,29632,0,29216,220846,0,-187914,0,0,0,12584,0,12584,0,12584,0
2830973,2019,0,57800,52697,1953,171927,0,-104687,0,150112,150112,152118,0,2006,0,3507,3
2874040,2019,0,1977,0,1950,9745,0,-7768,0,0,0,0,0,0,0,0,0
2878319,2019,180011,341865,332752,9123,1087030,0,-565154,0,160322,675340,598332,77008,0,70254,0,2
2900033,2019,5005,180055,2163,155064,41000,0,166554,0,460150,460150,498279,0,38129,0,42737,7
2982203,2019,0,6368,55,5128,48791,0,-42423,0,0,0,0,0,0,0,0,0
2991465,2019,0,2128225,1909,2117776,201419,0,1926806,0,278596,278596,153866,124730,0,121524,0,3
2992339,2019,5775533,4143499,585677,2979499,6666241,135791,3657909,0,20720955,21040946,21934400,0,893454,0,893454,253
2995882,2019,429581,2386836,0,238721,504671,0,2311746,0,716080,732076,562443,169633,0,161342,0,8
3062849,2019,0,55021,1451,-88,801,0,54220,0,47634,47634,12054,35580,0,34151,0,0
3094093,2019,742168,667186,71472,585199,532711,0,876643,0,2115332,2119207,1767764,351443,0,330252,0,5
3190406,2019,39189,5138,0,4157,1,0,44326,0,0,0,112,0,112,0,112,0
3591491,2019,0,1469061,0,1422781,223904,0,1245157,0,531636,531636,500689,30947,0,26564,0,2
3594412,2019,212468,290658,12267,148286,155587,0,348648,0,2510073,2510073,2459093,50980,0,25880,0,6
3601803,2019,1723736,4919382,3530185,1331945,4431982,0,2213933,0,6298641,6352792,6332252,20540,0,11801,0,0
3612136,2019,70000,135,0,0,252334,0,-182199,0,0,0,1610,0,1610,0,1610,0
3710983,2019,0,6697,1523,4187,185155,0,-178341,0,0,0,28060,0,28060,0,28060,1
3749070,2019,4767062,2008995,30139,1714233,4793157,22000,2416600,0,9598257,10426854,10925730,0,498876,0,498876,65
3777398,2019,159547,523557,116395,406864,802125,0,-108509,0,504915,504916,731513,0,226597,0,231646,7
3782114,2019,42522,3336895,295937,2919411,3016359,0,376687,0,18392351,18392660,18076103,316557,0,316557,0,32
3782947,2019,76182,23439,0,1702,142002,0,-42381,0,0,0,1890,0,1890,0,1890,0
3829691,2019,488328,671507,130551,474341,729439,0,430396,0,1156061,1156061,1040858,115203,0,103642,0,0
3851796,2019,560503,2157196,17244,2139952,5340915,0,-2623216,0,0,0,11815,0,11815,0,11815,0
3866509,2019,0,10126,0,4319,19000,0,-8874,0,61419,61419,86937,0,25518,0,27360,0
3884955,2019,132433163,86470409,4213487,79684628,114496914,481859,102369424,0,219874094,222253732,212758009,9495723,0,8581381,0,1907
3909430,2019,0,10711,9968,48,105693,0,-94982,0,0,1,1232,0,1231,0,1231,0
3947530,2019,1764639,1096976,277626,689511,1355538,0,628388,0,155689,155689,115126,40563,0,37191,0,0
3993669,2019,106013,259971,16208,172695,36950,0,336794,0,699554,700216,656216,44000,0,37004,0,6
4026801,2019,17862,53512,3120,0,8472,0,62902,0,286515,286515,253917,32598,0,29733,0,2
4082666,2019,170174,117867,2597,53685,10043,0,277998,0,462295,549627,438167,111460,0,106605,0,3
4094490,2019,908,66627,3616,27786,33689,0,33846,0,218695,218695,209468,9227,0,7096,0,2
4115313,2019,122067,284851,251520,19508,71615,0,335303,0,187809,187657,215146,0,27489,0,29370,4
4154754,2019,1861758,620437,355236,215462,264825,0,2217370,0,2448314,2598575,2596212,2363,0,0,23723,5
4162510,2019,726847,2269856,75789,1363857,594081,0,2402622,0,2667223,2810263,2306633,503630,0,475528,0,33
4243800,2019,654876,2063275,276323,1339564,1304793,0,1413358,0,2712287,2846659,2840799,5860,0,4441,0,6
4295125,2019,199661,61617,3466,45852,45920,0,215358,0,161539,161539,141023,20516,0,15670,0,1
4361539,2019,5410,63199,4689,56461,12295,0,56314,0,141933,141933,143465,0,1532,0,2952,2
4452408,2019,763595,707933,428248,279594,1524205,0,-52677,0,0,0,38419,0,38419,0,38419,0
4466110,2019,89617,265505,52542,9222,27064,0,328058,0,92683,92903,95216,0,2313,0,3243,1
4511660,2019,34042,57689,709,52556,34232,0,57499,0,265633,266634,206709,59925,0,57259,0,2
4513920,2019,211449,560528,22202,165952,366969,0,413317,0,1601963,1613291,1305327,307964,0,292626,0,11
4620811,2019,883020,2319940,1241769,1068116,594964,0,2607996,0,6907443,7257273,7003681,253592,0,205420,0,32
4664583,2019,0,0,0,0,23699,0,-23699,0,0,0,0,0,0,0,0,0
4678546,2019,3555485,3667722,306840,3332615,5945923,0,1277284,0,596758,848121,888229,0,40108,0,40108,10
4740940,2019,4550431,3292247,23980,2879961,2852013,0,4990665,0,13529430,14318145,12168238,2149907,0,1802269,0,24
4782333,2019,35882,58371,35346,16577,29903,0,64565,0,255648,256404,252883,3521,0,957,0,1
4820372,2019,5773,927,0,0,211414,0,-204704,0,0,0,0,0,0,0,0,0
4922763,2019,122555,65253,59126,5561,317631,0,-115040,0,51458,51458,44713,6745,0,5341,0,0
4941250,2019,0,51352,40750,1570,98766,0,-47414,0,312782,312788,239198,73590,0,70462,0,1
4980098,2019,0,221135,0,48000,2880,0,218255,0,0,97000,96302,698,0,0,2212,0
5006578,2019,14850564,106135838,86040324,19795623,55529348,0,65592760,0,179342481,181899877,178335876,3564001,0,2933593,0,17
5012766,2019,1250976,562440,335252,154710,130732,0,1682684,0,3452438,3453484,3726258,0,272774,0,272774,19
5033548,2019,80946,1830630,320422,1406446,23012,0,1888564,0,4752392,4773272,4501204,272068,0,226985,0,1
5091093,2019,0,8027,0,8027,105561,0,-97534,0,0,0,0,0,0,0,0,0
5177713,2019,253803,433022,70046,121957,142566,0,544259,0,7151947,7153519,6549259,604260,0,514179,0,15
5182094,2019,3236163,3260316,1174674,1829272,1335098,0,4677837,0,3686465,4810050,3372593,1437457,0,1399337,0,7
5209351,2019,0,403775,134629,44028,278077,0,125698,0,1031384,1033715,910273,123442,0,114204,0,1
5315719,2019,648838,2554015,39480,2416738,3686553,0,-483700,0,0,0,0,0,0,0,0,0
5460050,2019,55041,222008,2691,205618,265618,0,11431,0,751116,754984,689841,65143,0,58859,0,4
5462604,2019,152421,174213,103715,64936,334007,0,-6105,0,229887,235093,258534,0,23441,0,25742,2
5505985,2019,14109400,8594371,1777659,5600330,14009265,0,4078570,0,27062737,28506435,26457675,2048760,0,1914199,0,136
5577140,2019,527152,906502,475914,389399,615928,0,819476,0,3860821,3915929,3831113,84816,0,46217,0,18
5621084,2019,7575,1053313,7706,417036,108593,0,952295,0,1412482,1413210,945103,468107,0,453976,0,2
5626570,2019,1149608,275413,52747,118584,285114,0,1489422,0,243906,709963,274240,435723,0,422514,0,2
5657592,2019,1743804,159318,0,140737,379743,0,1523379,0,204734,258254,353038,0,94784,0,102549,2
5709055,2019,65095,292273,0,500,30131,0,327237,0,155654,170260,113474,56786,0,55187,0,5
5726277,2019,0,1306,0,0,0,0,1306,0,14502,14502,13121,1381,0,946,0,1
5790393,2019,32978,77142,28290,31651,62084,0,48036,0,636626,637295,627985,9310,0,2937,0,5
5813861,2019,28186,17591,16588,0,127106,0,-81329,0,69760,37771,43590,0,5819,0,6517,1
5820834,2019,3343,6796,0,6796,21518,0,-11379,0,0,0,0,0,0,0,0,0
5841365,2019,5759615,1093992,173027,875471,3852149,0,3001458,0,15668981,15945851,15876373,69478,0,56739,0,30
5848037,2019,0,85485,2971,80184,2005,0,83480,0,101761,101761,61472,40289,0,37236,0,0
5859990,2019,1109525,1627011,198982,1252629,842356,0,1894180,0,1338780,1445899,1499623,0,53724,0,67074,7
5868522,2019,107456,18823,4822,13306,109278,0,17001,0,25362,25362,23937,1425,0,664,0,0
5888805,2019,9457,300810,234992,65664,152796,0,157471,0,875027,875060,832377,42683,0,33917,0,3
5910589,2019,304309,794122,51068,307673,609145,0,489286,0,1493353,1540411,1108617,431794,0,417490,0,11
5934952,2019,2952398,1012583,248200,752365,9457662,0,-5492681,0,0,0,77,0,77,0,77,0
5976559,2019,61083,37175,0,6492,51769,0,46584,0,12000,15397,42033,0,26636,0,26996,0
6030400,2019,183574,242419,347,223730,75805,0,350188,0,1067127,1104587,1259302,0,154715,0,154715,19
6039433,2019,110292665,121036806,92925417,27683963,90783957,0,146485631,0,249829339,260832322,246571810,14260512,0,11746391,0,272
6053730,2019,2885585,6607316,6526055,1849395,3453909,0,6065080,0,33775714,34128740,32492927,1635813,0,1474628,0,171
6119907,2019,4027,109212,14915,10377,7549,0,105690,0,333779,334647,341744,0,7097,0,10443,2
6204646,2019,0,1207,0,17,2946,0,-1739,0,0,0,0,0,0,0,0,0
6227364,2019,0,0,0,0,2005,0,-2005,0,0,0,0,0,0,0,0,0
6233889,2019,5145206,1400025,388951,406783,205934,0,3937447,0,4170219,4904040,4677219,226821,0,201652,0,44
6260778,2019,200482,253284,44938,92000,236961,0,216805,0,1343732,1343732,1147150,196582,0,183145,0,3
6279401,2019,1980295,1447191,851662,593261,1267268,0,2163691,0,2941728,3151185,3017260,133925,0,108976,0,16
6288809,2019,67230,8844,0,8762,38377,0,37697,0,18000,18000,2157,15843,0,15303,0,0
6292192,2019,0,0,0,0,0,0,0,0,0,0,-12308,12308,0,12308,0,0
6303763,2019,7727263,11177991,5114068,5701343,6037493,0,12867761,0,62804381,63405532,61806408,1599124,0,1336157,0,114
6318667,2019,0,11966,1423,8408,227068,0,-215102,0,159181,159181,134995,24186,0,22594,0,1
6369750,2019,2245193,2888044,1199426,1422330,4145929,0,987308,0,1962363,1962637,1936818,25819,0,20751,0,6
6419432,2019,21406614,10206991,368851,7603015,15503532,1051839,15251204,0,29419806,32026669,31364359,662310,0,546310,0,153
6474267,2019,294812,34473,16778,12581,386417,0,-57132,0,26932,81375,151813,0,70438,0,71252,1
6516214,2019,11242200,24801030,1436544,12614226,9459631,0,26785947,0,34712018,35004821,28364293,6640528,0,5589081,0,410
6542604,2019,106377,59439,512,49228,30534,132320,5362,0,295726,391247,508391,0,117144,0,121155,3
6550046,2019,2183392,2327143,553240,1773107,4839661,0,-249194,0,0,0,20668,0,20668,0,20668,0
6561940,2019,210750,1274919,428421,400412,90300,0,1400492,0,1390067,1434136,1147005,287131,0,272790,0,5
6577114,2019,305098,471465,292459,159575,2269354,0,-1492791,0,0,41962,41350,612,0,612,0,0
6577580,2019,45475,187191,56053,56815,66449,0,156854,0,3204748,3209961,3191729,18232,0,0,13867,6
6582234,2019,17479006,8515283,829843,3018881,26510775,3097151,-3434120,0,13630049,14236478,19863916,0,5627438,0,5627438,123
6617600,2019,0,884647,545,860698,697886,0,186761,0,0,2,332649,0,332647,0,332647,0
6619511,2019,25951743,4042517,51339,3965531,48751715,0,-18757455,0,1837963,3981083,3501856,479227,0,455376,0,1
6621783,2019,41575,477320,155032,98871,308679,0,213037,0,2553903,2553903,2406014,147889,0,124542,0,2
6622754,2019,938848,734906,631065,72069,639386,0,1035997,0,1353890,1397582,1549661,0,152079,0,152079,19
6635169,2019,363966,233021,164813,68181,916212,0,-319225,0,0,0,1193,0,1193,0,1193,0
6656749,2019,359160,67408,20873,12958,108091,0,318477,0,748079,789913,915665,0,125752,0,133651,9
6668913,2019,0,82,0,8,2550,0,-2468,0,0,0,0,0,0,0,0,0
6674435,2019,97525,7991513,257744,3815803,791859,1211911,6184432,0,11318266,11414374,9228534,2185840,0,1718658,0,125
6699537,2019,380,86992,80817,3969,224800,0,-137428,0,18017,18026,20758,0,2732,0,3272,0
6717927,2019,2679588,6078471,171539,5922169,4565839,0,4207447,0,409163,546997,814798,0,267801,0,275603,0
6740687,2019,143950,1390662,188,930695,332439,81800,1116366,0,4603857,4635044,3782232,852812,0,808969,0,9
6760340,2019,0,4713,388,3724,318920,0,-314207,0,70716,70716,111107,0,40391,0,41098,2
6769659,2019,1014130,24552464,21588033,2675761,21848100,0,3747162,0,190106459,190478240,189733642,744598,0,563655,0,28
6780894,2019,0,4333,0,4333,131553,0,-127220,0,0,0,404,0,404,0,404,0
6786854,2019,19049,547962,4685,500468,59328,0,507683,0,130303,133576,104839,28737,0,27401,0,1
6802070,2019,850,18261,2947,13918,310,0,54418,0,0,0,0,0,0,0,0,0
6807434,2019,0,13258,50,12,3292,0,9966,0,0,0,0,0,0,0,0,0
6821269,2019,0,214178,350,96860,81211,0,132967,0,306486,306486,178874,127612,0,118418,0,0
6845918,2019,2228565,462333,0,6986,919256,0,1771642,0,492180,665728,881982,0,216254,0,216254,6
6868652,2019,283986,350636,67876,248515,182957,0,451665,0,2025807,2035632,1930533,105099,0,84841,0,13
6872432,2019,1885107,1291357,301981,987244,3966135,0,-726744,0,154,238,343834,0,343596,0,343598,3
6873861,2019,11840517,15673020,682567,8238871,22758809,0,4929159,0,19407814,20192426,19355679,836747,0,836747,0,158
6874050,2019,1884,16955,7777,7730,21716,0,8123,0,154808,154809,151131,3678,0,2130,0,2
6952434,2019,9142,38852,31929,2790,152238,0,-104244,0,21653,21653,31606,0,9953,0,10603,0
6954885,2019,132,380727,31136,62430,120212,0,260647,0,239702,278944,173243,105701,0,103249,0,4
6971045,2019,1104207,842298,70521,78527,745078,0,762284,0,2183359,2283429,1901255,382174,0,360567,0,8
7035456,2019,0,4579,4539,0,8807,0,-4228,0,0,0,0,0,0,0,0,0
7036494,2019,815111,9086642,0,9086887,16525375,0,-6623622,0,0,0,1073,0,1073,0,1073,0
7043645,2019,0,346593,346071,0,1029374,0,-682781,0,220850,220850,316718,0,95868,0,98081,5
7093244,2019,1300,80419,0,80083,63238,0,18481,0,0,0,0,0,0,0,0,0
7115717,2019,33351,374,0,0,3778,0,29947,0,0,6,5685,0,5679,0,5679,0
7166842,2019,216144,1531602,0,1223173,202820,0,1544926,0,4490175,4503711,3669980,833731,0,788693,0,16
7180367,2019,33321422,24857838,1453225,16413109,29617634,14821766,13867947,0,74072544,75291803,67835684,7456119,0,6055044,0,521
7186084,2019,5152564,2338494,84272,2220817,2009687,0,5481371,0,4173402,4313631,3823108,490523,0,448791,0,41
7196797,2019,755217,1368704,554502,827986,854188,0,1311833,0,1029405,1031448,1008841,22607,0,12292,0,5
7203606,2019,270401441,142078896,10427944,117423666,489830358,0,14109736,0,153661577,169996519,168650183,1346336,0,638957,0,2096
7219149,2019,1205,56539,1057,28803,24450,0,33294,0,37015,37015,29547,7468,0,6357,0,1
7233879,2019,27374839,14133745,2993288,7369046,19865282,6067956,15634686,0,33548744,33687497,32502849,1184648,0,783941,0,240
7245466,2019,3110800,6085865,1575830,3588944,2290837,0,2442218,0,16718617,16980627,16850847,129780,0,93717,0,30
7254081,2019,15359933,29844621,12768455,16323953,27506073,0,17699558,0,148965675,150098867,147833684,2265183,0,1887512,0,66
