cif,an,active_imobilizante_total,active_circulante_total,stocuri,creante,datorii,provizioane,capitaluri_total,patrimoniul_regiei,cifra_de_afaceri_neta,venituri_totale,cheltuieli_totate,profit_brut,pierdere_brut,profit_net,pierdere_net,salariati
1356619,2023,21512163,14184245,8750043,4795877,19041452,331343,16329919,0,105178772,105494667,108463237,0,2968570,0,2968570,44
1444869,2023,8499620,12436001,2895568,8369028,6440289,0,14513838,0,41211103,41334302,41198404,135898,0,92809,0,34
1460473,2023,543129,288007,83403,157544,128065,0,420647,0,319460,341759,270183,71576,0,68380,0,2
1477912,2023,887,307920,144269,6750,8468,0,300339,0,152891,152891,98864,54027,0,45383,0,1
1486694,2023,0,21102,14768,0,14563,0,6539,0,398801,398801,378279,20522,0,16847,0,1
1509216,2023,25503,14003,13499,0,367001,0,-327495,0,79255,89038,131161,0,42123,0,42916,2
1530935,2023,1108309,3274189,773089,2356448,1284554,0,3097944,0,2506100,2522638,2882266,0,359628,0,380476,6
1538378,2023,283087,2007554,683648,1321283,1423148,0,867493,0,9656697,9668608,10790814,0,1122206,0,1122206,13
1558367,2023,0,12899853,0,276315,2069123,0,10830730,0,1754827,16277775,5503212,10774563,0,9009300,0,12
1606073,2023,62831129,286233,0,222536,31789594,0,31331768,0,0,547474,1506045,0,958571,0,958571,0
1649309,2023,990837,8594146,8069831,486634,1077619,0,8507364,0,2414273,2457434,2080560,376874,0,352191,0,5
1689176,2023,43878824,11363879,7265760,2291442,44525663,2281541,8496880,0,48677512,51502398,69571098,0,18068700,0,18068700,106
1755172,2023,4894953,4341194,1024929,3052671,1589132,0,7420443,0,20054454,20068470,20028425,40045,0,24042,0,34
1783202,2023,0,34090,9285,10710,14180,0,19910,0,152219,166262,153553,12709,0,10676,0,0
1818041,2023,2770784,10681192,3499998,1215780,6284325,0,7189547,0,13239503,14377180,14035340,341840,0,194993,0,21
1872253,2023,983976,1208764,868039,238334,146464,0,2056457,0,14225591,14250461,14601457,0,350996,0,350996,9
1904533,2023,1238889,487217,130163,276428,528937,0,1206422,0,3678697,3732489,4052803,0,320314,0,339400,24
1921143,2023,2817,164441,1966,140215,58954,0,108304,0,0,0,245,0,245,0,245,0
1921852,2023,70110222,128448462,94588946,24911164,78762560,335171,120450042,0,448213208,465233850,470557938,0,5324088,0,5324088,156
1968952,2023,33953,1357799,37780,1197231,201401,0,1200351,0,29182,29182,111557,0,82375,0,82375,0
2039643,2023,399209,683728,29172,96767,76242,0,1006695,0,1165420,1260240,1304873,0,44633,0,46199,6
2073289,2023,4705719,36038,1848,13914,145378,0,4596379,0,108155,108157,128557,0,20400,0,20400,0
2162947,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164956,2023,0,36638,0,6519,105,0,36763,0,0,0,105,0,105,0,105,0
2192298,2023,913654,692471,530215,138080,148222,0,1462028,0,2862967,2917877,2888291,29586,0,21476,0,10
2204775,2023,5874263,5770262,2559631,2955184,4873753,0,6366063,0,18147622,18769392,16880740,1888652,0,1586568,0,48
2209330,2023,6855671,5247880,2089490,2567863,2799234,0,7851894,0,14369303,14951937,14034629,917308,0,793690,0,26
2267862,2023,1622021,1583404,486711,1095493,276382,0,2929043,0,1220155,1249698,1205935,43763,0,31266,0,10
2307614,2023,0,7079,0,6996,18370,0,-11291,0,0,0,0,0,0,0,0,0
2373472,2023,2738675,1883139,267565,1588304,3404043,0,1172299,0,6525051,6679166,7323060,0,643894,0,643894,24
2414378,2023,1867052,2780368,2596915,108729,1515828,0,2925710,0,4566934,4784558,4746859,37699,0,30017,0,21
2416590,2023,2425050,4877951,74144,4729607,958189,0,6344812,0,13566801,13702223,10031991,3670232,0,3218424,0,84
2479229,2023,3534182,2188272,420,1969753,2533674,0,3188780,0,8637752,8733931,5841344,2892587,0,2463722,0,51
2519960,2023,6298,198445,20518,168374,15588,0,189155,0,194197,194197,118994,75203,0,64644,0,0
2574891,2023,0,105920,93706,11619,299673,0,-193753,0,0,0,0,0,0,0,0,0
2575480,2023,84173,252939,167172,77043,58790,0,278322,0,753018,870788,842379,28409,0,20516,0,4
2620971,2023,6424572,5073675,0,5028274,6692683,0,189895,0,310000,314700,465999,0,151299,0,154446,2
2624620,2023,0,6199,3593,0,69700,0,-63501,0,63323,63335,61106,2229,0,1425,0,0
2648492,2023,2978983,2250685,548267,1485976,516607,0,4740320,0,4026246,4034086,2970228,1063858,0,1004081,0,10
2692110,2023,687248,2983449,36117,1047810,793739,0,2914918,0,6337131,6487083,5388672,1098411,0,958337,0,36
2692692,2023,236376,375234,0,211329,83072,0,528538,0,1344522,1556489,1370526,185963,0,172577,0,8
2707297,2023,1218596,807336,46895,638639,2033640,0,-7708,0,4706627,4712569,5958373,0,1245804,0,1245804,14
2709409,2023,66290,168544,76032,27261,18438,0,217025,0,806522,806522,703641,102881,0,94816,0,3
2720385,2023,13807316,24964993,10736880,13524899,20526456,0,14902192,0,41460726,45237569,37119057,8118512,0,8118512,0,19
2739752,2023,401097,185677,39773,53359,400597,0,219227,0,39871,40835,74678,0,33843,0,33843,0
2799142,2023,11754,24824,1339,18621,124600,0,-88022,0,246335,246335,121010,125325,0,122400,0,1
2830973,2023,7768,15164,9989,739,174116,0,-141745,0,253774,253774,259364,0,5590,0,8128,4
2874040,2023,0,4882,2889,1950,13529,0,-8647,0,15218,15218,15205,13,0,13,0,0
2878319,2023,184773,523172,474344,10617,1004396,0,-296101,0,325401,325401,271927,53474,0,50339,0,2
2900033,2023,0,473214,398,368214,254860,0,218354,0,2709631,2709631,2484417,225214,0,188723,0,2
2991465,2023,0,97283,0,97016,1348,0,95935,0,21400,21400,0,21400,0,19160,0,0
2992339,2023,5817977,6771360,500899,5583330,8014501,121790,4758615,0,34081974,34299477,33337353,962124,0,796830,0,233
2995882,2023,316608,1766004,0,292139,36327,0,2046285,0,808160,844162,597264,246898,0,238459,0,0
3062849,2023,0,59906,978,45,0,0,59906,0,0,18289,8463,9826,0,8285,0,0
3094093,2023,847030,430482,435993,197437,146183,0,1131329,0,3467886,3487565,3156390,331175,0,308666,0,5
3594412,2023,0,343043,18261,202653,40913,0,305073,0,3260555,3260555,3118249,142306,0,118390,0,6
3601803,2023,3014541,15188885,3295321,8315181,13887502,0,4340595,0,63859432,68137717,67963247,174470,0,149554,0,13
3612136,2023,30301,0,0,0,137149,0,-106848,0,0,0,0,0,0,0,0,0
3749070,2023,1912522,4572527,59663,3504455,2571023,136450,4185360,0,19494731,19856705,17649389,2207316,0,2067188,0,70
3777398,2023,124980,1098972,546943,530130,1180355,0,54109,0,469278,601066,576652,24414,0,18403,0,4
3782114,2023,21267,2786932,156555,2603610,3460911,0,-652712,0,10820026,10972525,11331502,0,358977,0,358977,20
3782947,2023,42100,27081,3509,8317,129757,0,-60576,0,0,0,95,0,95,0,95,0
3829691,2023,81283,106469,52355,2060,32362,0,155390,0,348320,174404,201602,0,27198,0,31060,2
3866509,2023,0,0,0,0,10000,0,-10000,0,0,0,0,0,0,0,0,0
3884955,2023,309174861,310460346,74380289,215224643,555018487,0,63085415,0,512120965,513333683,574227154,0,60893471,0,60893471,3154
3993669,2023,127840,808472,15532,164620,290917,0,645395,0,939678,946669,730621,216048,0,207999,0,6
4026801,2023,7009,119763,2559,28889,28609,0,98163,0,386451,386451,331424,55027,0,51163,0,3
4075057,2023,-169,7360,0,2209,433,0,6758,0,0,0,0,0,0,0,0,0
4082666,2023,61296,518902,33201,93853,25232,0,554966,0,694606,695806,681860,13946,0,7000,0,6
4115313,2023,128994,240243,213379,11493,30710,0,338527,0,147640,149430,175682,0,26252,0,27641,3
4154754,2023,1346767,191884,22178,119745,111385,0,1427266,0,86928,86928,158809,0,71881,0,72852,1
4162510,2023,1424928,939458,125279,719811,873809,0,1490577,0,1877586,2200595,2592837,0,392242,0,405023,23
4243800,2023,900645,12108888,3502452,8500876,9968497,0,3041036,0,14665755,15922327,13764553,2157774,0,1830381,0,7
4295125,2023,159769,52284,5632,42354,43126,0,168927,0,199417,199417,234663,0,35246,0,37087,1
4361539,2023,821,64505,18392,27063,60721,0,4605,0,149168,149168,221057,0,71889,0,73380,2
4452408,2023,726476,707930,428247,279596,1527202,0,-92796,0,0,0,0,0,0,0,0,0
4466110,2023,12410,222189,46186,72590,64949,0,169650,0,126753,126753,189033,0,62280,0,63523,2
4511660,2023,58761,298949,59455,200101,51068,0,306642,0,390112,393473,226087,167386,0,164040,0,2
4513920,2023,109741,632160,24973,249318,383170,0,373932,0,1376225,1496561,1581296,0,84735,0,97463,10
4620811,2023,688196,2189817,1082309,1086373,701908,0,2176105,0,4676187,4695018,4617363,77655,0,61862,0,21
4680473,2023,319244,403211,377,397226,450863,0,298234,0,0,0,0,0,0,0,0,0
4740940,2023,3843826,4156395,169897,3535383,4643036,0,3357185,0,8464834,10001264,9182054,819210,0,672880,0,21
4782333,2023,1662,92039,14991,37219,7508,0,87622,0,346004,346427,279959,66468,0,63420,0,1
4922763,2023,224279,135325,91764,6172,436679,0,-64103,0,182141,192199,168476,23723,0,19893,0,0
4941250,2023,96690,668273,30601,601436,78494,0,686469,0,939668,939668,592884,346784,0,337387,0,2
5006578,2023,28478498,104396149,86713723,17286332,37713196,276918,90401925,0,191577157,192872801,191339869,1532932,0,1235838,0,32
5012766,2023,1286210,675761,527183,143537,583896,0,1378075,0,3557496,3709749,4432001,0,722252,0,722252,16
5033548,2023,28433,723703,1,233163,540418,0,211718,0,3775573,3775573,3676917,98656,0,83187,0,1
5177713,2023,303845,519432,114820,200160,228597,0,594740,0,5445902,5446967,4764144,682823,0,591132,0,10
5179765,2023,123398,962298,13510,423510,130845,56306,903673,0,1181914,1188194,1295109,0,106915,0,119014,10
5182094,2023,13047755,7098566,1469511,5041734,6756427,79204,10452671,0,12613474,14601282,12940839,1660443,0,1438705,0,52
5209351,2023,54583,548256,276781,25766,179668,0,423171,0,1288693,1298868,1235119,63749,0,50771,0,2
5423290,2023,1320364,553784,547297,2630,1221600,0,655328,0,548585,789742,757609,32133,0,25105,0,8
5460050,2023,302837,369615,0,368423,555845,0,116607,0,1983125,1989811,1887858,101953,0,85039,0,7
5505985,2023,47310342,23309982,5190726,17164526,36651022,0,31816226,0,77107790,78017137,72715861,5301276,0,4565743,0,181
5577140,2023,390449,607547,239322,359470,894676,0,103320,0,1617234,1831251,1846825,0,15574,0,29231,8
5621084,2023,194131,205640,63110,73156,145349,0,254422,0,616752,716314,694510,21804,0,15286,0,2
5626570,2023,961269,458711,264426,143737,237535,0,1451809,0,374060,375505,481036,0,105531,0,108986,3
5657592,2023,1430903,298685,0,283838,434134,0,1295454,0,231593,326598,194817,131781,0,128515,0,1
5709055,2023,0,126747,0,85193,8233,0,118514,0,178929,186837,66758,120079,0,118314,0,1
5790393,2023,4407,34204,15787,11229,235380,0,-196769,0,213769,213769,284095,0,70326,0,72464,4
5813861,2023,18370,21506,4107,0,179780,0,-139904,0,44000,19132,55038,0,35906,0,36346,1
5820834,2023,3343,6796,0,6796,21518,0,-11379,0,0,0,0,0,0,0,0,0
5841365,2023,8059462,962495,480021,176504,5377346,0,3676881,0,19499560,20929087,20727492,201595,0,153831,0,34
5848037,2023,0,106054,4214,96617,491,0,105563,0,66568,66568,51683,14885,0,12410,0,0
5859990,2023,858903,2537571,501200,2010067,1569831,0,1826643,0,240587,240587,319002,0,78415,0,80802,4
5868522,2023,107456,4986,3756,982,100326,0,12116,0,39692,39692,40520,0,828,0,828,0
5888805,2023,18708,231053,7816,110421,42187,0,207574,0,1320812,1320837,1416790,0,95953,0,108898,4
5910589,2023,276594,602554,214553,335102,1024137,0,-144989,0,1255533,1266145,1470264,0,204119,0,216785,16
6030400,2023,172304,381199,25,229903,67644,0,485859,0,1202028,1202039,1332927,0,130888,0,130888,13
6039433,2023,267912697,146971744,104495686,30025509,166292637,0,250982358,0,449809016,456307037,407532170,48774867,0,41457064,0,310
6053730,2023,9342959,15083793,10628007,4364869,15305027,0,9227434,0,33849959,31425050,30143239,1281811,0,1098444,0,124
6089555,2023,191344606,173747892,3897576,169124917,726142073,0,-358524742,0,309644756,311291828,366946285,0,55654457,0,55654457,1212
6119907,2023,253975,66185,34223,22266,301518,0,19618,0,344755,346396,513564,0,167168,0,170444,5
6227364,2023,4070,284514,246404,38667,268504,0,20080,0,14168,14168,21784,0,7616,0,8494,0
6233889,2023,2470695,2280472,745055,529197,161016,0,4590151,0,4779507,4825539,4758040,67499,0,54566,0,46
6260778,2023,88697,239492,114289,108299,621443,0,-297574,0,1539073,1539076,1843663,0,304587,0,319978,3
6279401,2023,4553069,749069,221467,501245,2171841,0,2092337,0,4361278,5095342,4867284,228058,0,180852,0,20
6303763,2023,26887276,26063847,12821156,10503234,20360774,0,32569682,0,128918200,129243315,125820270,3423045,0,2950803,0,123
6318667,2023,0,18568,1776,4107,96296,0,-77728,0,256895,256895,229000,27895,0,25576,0,1
6419432,2023,38889770,28332169,2948688,16736416,24135615,5141874,38032294,0,49427386,50001032,40386827,9614205,0,8233390,0,135
6516214,2023,37704235,56294717,5836021,42021608,61522610,30943,33129338,0,82233814,84318953,80534281,3784672,0,3004985,0,661
6542604,2023,112971,55371,466,48996,1283,0,167059,0,79622,87985,98010,0,10025,0,10025,1
6561940,2023,151735,2346949,238412,934810,334983,0,2176982,0,1843904,1863269,1509979,353290,0,336686,0,4
6577580,2023,93571,806073,161677,529708,258672,0,646261,0,8407951,8408028,8417534,0,9506,0,9612,8
6582234,2023,17594915,27759653,896693,6289282,30825091,13230275,1610488,0,26727850,29064920,32138462,0,3073542,0,3073542,124
6617600,2023,0,873191,545,851676,692483,0,183852,0,0,0,0,0,0,0,0,0
6619511,2023,0,393160,0,389963,34230248,0,-33837088,0,422795,915479,3893895,0,2978416,0,2987555,1
6621783,2023,30308,1150185,491204,189301,1107375,0,285259,0,3083530,3084605,2877780,206825,0,183407,0,2
6622754,2023,871042,1220817,1124625,92457,846417,0,1259436,0,2362052,2401666,2588059,0,186393,0,208017,14
6656749,2023,299875,309512,25943,17609,35616,0,573771,0,651895,686821,1018708,0,331887,0,339393,8
6674435,2023,12772877,7149982,1255135,4023092,14280752,3521092,2208697,0,16599076,17909659,27308620,0,9398961,0,9398961,334
6699537,2023,9950,5232,11,3257,103035,0,-87853,0,35999,141977,136954,5023,0,4030,0,0
6717927,2023,881000,8164772,1612955,6545121,2009084,0,7046385,0,22008,1310010,521281,788729,0,677377,0,0
6740687,2023,340811,931759,188,238825,213691,22802,1046202,0,2587063,2706809,2267814,438995,0,417130,0,9
6760340,2023,0,9271,1119,4084,541930,0,-532659,0,102635,102635,168688,0,66053,0,67079,2
6769659,2023,942711,24455499,8589891,9771248,15639284,0,9746757,0,331148534,334385080,332894029,1491051,0,1160105,0,29
6780894,2023,0,0,0,0,128200,0,-128200,0,0,0,0,0,0,0,0,0
6786854,2023,5407037,3523592,1661170,1514060,4639098,0,4293951,0,8527303,8592152,7370962,1221190,0,977637,0,15
6821269,2023,114271,308443,3763,197761,148016,0,274698,0,505473,521336,256486,264850,0,260150,0,1
6845918,2023,3588120,381235,0,85096,4097116,0,-127761,0,233939,233939,447709,0,213770,0,213770,1
6868652,2023,249181,527082,267225,196002,238910,0,537353,0,3339680,3439785,3199811,239974,0,216579,0,12
6872432,2023,1472282,1293095,290318,984475,4297770,0,-1469165,0,48142,48604,122247,0,73643,0,73643,0
6873861,2023,12266932,16173306,780219,13319756,17540058,217922,8498607,0,36392127,33685225,36772236,0,3087011,0,3087011,168
6874050,2023,1884,29155,18769,6655,6701,0,34605,0,199441,199441,205768,0,6327,0,8082,1
6952434,2023,12107,26770,13312,586,144574,0,-105697,0,22693,22693,22018,675,0,567,0,0
6954885,2023,1406,228631,109947,96774,281249,0,-51212,0,286520,308682,396805,0,88123,0,90989,4
6971045,2023,1066487,725207,168775,543885,1548076,0,337116,0,2640610,2918818,2549514,369304,0,336876,0,4
7043645,2023,0,119343,114324,89,210998,0,-91655,0,136515,136515,181904,0,45389,0,46753,2
7166842,2023,333400,758788,0,373065,118360,0,973828,0,3034680,3040433,3136778,0,96345,0,109542,14
7180367,2023,36491085,43249195,2573694,27885636,31698203,14614286,33669509,0,114896800,118223777,110906202,7317575,0,6215137,0,614
7186084,2023,6537745,4834045,520666,4175694,2906822,0,8137376,0,7374491,7418419,5776827,1641592,0,1471061,0,40
7196797,2023,689257,1327285,447484,871263,957137,0,1102045,0,0,0,20613,0,20613,0,20613,0
7219149,2023,0,3190,2975,0,19333,0,-16143,0,29850,29850,31904,0,2054,0,2549,0
7233879,2023,19404683,37135786,2822349,33610151,37481056,1650185,17409228,0,42990573,53191913,54120865,0,928952,0,928952,0
7245466,2023,12309852,6830954,4500174,2025257,2642799,0,14403683,0,42227218,43513994,38461681,5052313,0,4436708,0,40
7254081,2023,57513032,33015804,16636465,16113874,65463470,0,25067717,0,142564541,157973660,157300356,673304,0,554769,0,54
7305690,2023,11903319,5365408,62659,2985564,4186248,0,13156832,0,11947638,12978039,9173979,3804060,0,3228170,0,21
7305835,2023,13287,1111755,665965,434045,801586,0,324389,0,4436423,4436423,4081675,354748,0,322382,0,10
7377238,2023,16052042,10054443,1471229,6000554,16008746,0,10196306,0,23715385,28890272,28786563,103709,0,103709,0,200
7381638,2023,38338055,74734552,7629683,67024754,80479914,0,33482161,0,104381904,104742822,81634884,23107938,0,19256195,0,516
7449237,2023,57892758,26096017,3793863,20688638,61396664,7625705,15946096,0,89996347,90600367,109162418,0,18562051,0,18562051,399
7486073,2023,150278,2705979,1126430,1568954,2067305,0,788952,0,2361574,2361574,2273621,87953,0,84143,0,8
7744709,2023,198505,592076,159824,359775,661133,0,153712,0,1676015,1679068,1510977,168091,0,152512,0,5
7748018,2023,3602361,3467411,288209,1160572,180540,0,7412562,0,10700951,10724560,9522533,1202027,0,1006181,0,23
7823403,2023,1758387,2797937,699665,360162,211513,0,4344811,0,3332520,3350963,2756668,594295,0,546129,0,4
7831287,2023,116617,286082,56465,94819,195480,0,207219,0,1182928,1293282,1306283,0,13001,0,25931,12
7850009,2023,437445,2582754,35600,1508908,256275,0,2691366,0,3899871,3926124,3478106,448018,0,378195,0,37
7852476,2023,2316,2612,0,2590,31393,0,-26465,0,0,0,0,0,0,0,0,0
7890895,2023,702497,930288,10588,801093,1498237,0,155983,0,1659757,1659769,1550348,109421,0,93960,0,18
7905937,2023,126339,1352983,20032,1310531,323317,0,1144407,0,280393,285459,370307,0,84848,0,87652,5
7933821,2023,413469,110358,5663,44045,230456,0,293371,0,819294,819317,779281,40036,0,34387,0,13
7983315,2023,8333,24299,17851,510,158668,0,-126036,0,1848,2724,7567,0,4843,0,4843,0
8023867,2023,914152,425761,123154,275375,417511,0,922402,0,1207124,1209949,969216,240733,0,232485,0,3
8026723,2023,1493827,1694019,1029136,612053,868105,0,2108492,0,1941654,2464915,2414936,49979,0,35514,0,14
8077166,2023,2994,2970,0,2873,77083,0,-71119,0,0,0,0,0,0,0,0,0
8204782,2023,6793,3604,1702,387,36014,0,-25617,0,46959,46959,47327,0,368,0,838,1
8305868,2023,0,85616,2342,53359,8362,0,77254,0,368157,368157,330635,37522,0,33798,0,2
8309690,2023,16757291,42650171,11297050,26821104,34518331,5614471,19727238,0,119115723,127276340,124309712,2966628,0,2026866,0,723
8356578,2023,788609,91203,126890,-53786,348014,0,389782,0,1364658,1437515,1243914,193601,0,180554,0,7
8510382,2023,3512887,1329248,78638,1164550,1100987,0,3623630,0,6937693,7038217,6976240,61977,0,43310,0,62
8553456,2023,2565021,6173343,4303055,1557562,4234441,0,4533098,0,6831756,7200904,6365512,835392,0,697314,0,30
8625757,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8637689,2023,1528140,3031454,1175459,804927,2661361,0,1898254,0,3860040,4117903,4121069,0,3166,0,12855,23
8670570,2023,10266100,8096487,197235,6270843,9639156,13660,8865933,0,39658028,40046840,37632125,2414715,0,2340219,0,254
8682850,2023,185076,103865,101808,614,700621,0,-411680,0,51437,43087,65630,0,22543,0,23074,1
8688178,2023,1375303,231135,42224,181222,1235327,0,371111,0,42,10912,70674,0,59762,0,59762,0
8716251,2023,19207214,39545910,24657391,4662584,16189941,0,41299795,0,100629057,104285373,99607971,4677402,0,3851496,0,72
8732125,2023,242462,118872,0,81929,27402,0,333932,0,297673,299196,197865,101331,0,98339,0,3
8745974,2023,139,192894,167642,23839,435382,0,-242349,0,335171,335171,395064,0,59893,0,63237,6
8752998,2023,121689,146082,68987,12890,52033,0,216946,0,784045,790659,763105,27554,0,20409,0,2
8783730,2023,991515,2220430,89321,2323086,1014640,0,2197305,0,3966363,3991832,2351941,1639891,0,1575339,0,3
9054608,2023,90196347,51188961,1544461,46572607,29944678,0,110400228,0,84361606,95305984,95063053,242931,0,124148,0,337
9112229,2023,36191173,96131954,12061470,53598945,42744969,17213807,72534345,0,272814616,276537287,253270623,23266664,0,19962526,0,847
9116620,2023,167568,290035,0,138294,233494,0,224109,0,29671,29671,0,29671,0,24924,0,0
9206897,2023,54512,155135,0,105155,60406,0,150759,0,461768,462364,307320,155044,0,150519,0,4
9225732,2023,1217961,31660,433,31051,917383,0,332238,0,55738,59657,214354,0,154697,0,154697,0
9227075,2023,80436290,11705039,5682010,5736601,26610864,0,65571090,0,51092035,52437107,44041239,8395868,0,7028597,0,78
9293346,2023,258631,638216,138791,341322,81494,0,815353,0,252206,274555,260626,13929,0,11334,0,1
9345909,2023,0,2436,0,707,470,0,1966,0,5901,5901,5697,204,0,172,0,0
9357725,2023,28722606,25225811,3233876,17069155,15662796,2837300,35747771,0,69784546,70692583,75187217,0,4494634,0,4494634,373
9364960,2023,243595,224991,0,172487,245641,0,222945,0,1124810,1124811,827771,297040,0,252640,0,0
9438021,2023,968093,1706732,8064,634498,770335,0,1928384,0,2320579,2404154,1974228,429926,0,409036,0,17
9519380,2023,11974,164316,71903,50156,43847,0,132443,0,608619,608619,579425,29194,0,25268,0,1
